,V1,V2
3725,2959,815
3726,2959,626
3727,2961,71
3728,2961,133
3729,2961,351
3730,2964,372
3731,2965,948
3732,2965,898
3733,2965,569
3734,2966,311
3735,2967,677
3736,2967,389
3737,2967,392
3738,2967,1100
3739,2969,430
3740,2970,425
3741,2970,370
3742,2971,1003
3743,2972,944
3744,2972,719
3745,2975,984
3746,2975,41
3747,2977,1083
3748,2977,232
3749,2978,831
3750,2978,277
3751,2978,582
3752,2982,957
3753,2982,218
3754,2983,156
3755,2985,892
3756,2985,144
3757,2985,248
3758,2985,946
3759,2985,301
3760,2986,650
3761,2987,1064
3762,2987,560
3763,2988,220
3764,2988,939
3765,2988,279
3766,2990,1110
3767,2991,121
3768,2991,409
3769,2991,900
3770,2991,85
3771,2992,575
3772,2992,690
3773,2995,919
3774,2995,175
3775,2996,862
3776,2997,176
3777,2997,70
3778,2999,174
3779,3001,692
3780,3001,885
3781,3001,429
3782,3002,876
3783,3003,585
3784,3003,846
3785,3004,647
3786,3004,653
3787,3004,1031
3788,3006,1053
3789,3006,375
3790,3007,259
3791,3008,153
3792,3008,719
3793,3008,938
3794,3008,324
3795,3010,748
3796,3010,470
3797,3010,328
3798,3012,1036
3799,3014,829
3800,3015,421
3801,3016,43
3802,3016,759
3803,3019,911
3804,3019,848
3805,3019,604
3806,3020,276
3807,3020,876
3808,3020,640
3809,3021,694
3810,3021,767
3811,3021,230
3812,3022,673
3813,3022,100
3814,3022,725
3815,3024,805
3816,3026,483
3817,3027,385
3818,3032,741
3819,3032,1115
3820,3033,1127
3821,3034,697
3822,3034,507
3823,3034,780
3824,3036,370
3825,3036,425
3826,3040,652
3827,3042,202
3828,3042,491
3829,3042,916
3830,3042,821
3831,3042,153
3832,3045,510
3833,3045,1108
3834,3046,226
3835,3047,948
3836,3048,370
3837,3048,663
3838,3048,425
3839,3049,487
3840,3049,137
3841,3050,897
3842,3050,771
3843,3051,704
3844,3051,87
3845,3052,966
3846,3054,65
3847,3057,992
3848,3057,880
3849,3058,689
3850,3061,783
3851,3061,600
3852,3061,534
3853,3061,1005
3854,3063,909
3855,3063,1027
3856,3063,802
3857,3063,842
3858,3063,96
3859,3065,417
3860,3066,278
3861,3066,35
3862,3066,113
3863,3066,588
3864,3066,32
3865,3067,768
3866,3067,615
3867,3067,422
3868,3068,37
3869,3069,711
3870,3069,33
3871,3070,302
3872,3070,563
3873,3072,913
3874,3072,591
3875,3072,501
3876,3072,992
3877,3072,602
3878,3075,439
3879,3075,822
3880,3077,735
3881,3077,239
3882,3078,203
3883,3078,874
3884,3078,403
3885,3078,280
3886,3079,591
3887,3080,1026
3888,3080,142
3889,3081,406
3890,3081,580
3891,3083,315
3892,3084,348
3893,3084,1076
3894,3084,728
3895,3087,638
3896,3087,47
3897,3089,64
3898,3090,1029
3899,3092,590
3900,3093,317
3901,3094,914
3902,3096,455
3903,3096,1111
3904,3096,83
3905,3096,1035
3906,3097,636
3907,3097,566
3908,3098,147
3909,3098,197
3910,3100,21
3911,3100,218
3912,3100,849
3913,3101,1126
3914,3101,550
3915,3101,904
3916,3102,656
3917,3105,22
3918,3105,457
3919,3105,586
3920,3105,753
3921,3107,489
3922,3107,558
3923,3107,591
3924,3107,98
3925,3109,335
3926,3109,765
3927,3110,864
3928,3111,674
3929,3113,40
3930,3114,67
3931,3114,54
3932,3116,823
3933,3118,810
3934,3120,1019
3935,3120,1062
3936,3120,674
3937,3121,1042
3938,3121,9
3939,3122,33
3940,3123,923
3941,3124,285
3942,3126,965
3943,3129,902
3944,3129,919
3945,3130,76
3946,3130,1018
3947,3130,907
3948,3130,656
3949,3134,560
3950,3134,49
3951,3138,22
3952,3139,461
3953,3139,404
3954,3139,746
3955,3140,1123
3956,3141,85
3957,3141,811
3958,3142,453
3959,3142,574
3960,3144,312
3961,3145,746
3962,3146,205
3963,3146,952
3964,3146,855
3965,3146,928
3966,3146,294
3967,3147,520
3968,3147,740
3969,3149,333
3970,3150,1069
3971,3151,522
3972,3151,284
3973,3151,546
3974,3151,1046
3975,3151,531
3976,3152,264
3977,3152,89
3978,3156,607
3979,3156,1128
3980,3156,426
3981,3156,893
3982,3157,130
3983,3158,1120
3984,3158,638
3985,3158,47
3986,3162,221
3987,3162,269
3988,3163,253
3989,3164,327
3990,3167,681
3991,3168,700
3992,3171,288
3993,3172,369
3994,3172,331
3995,3173,417
3996,3176,7
3997,3176,91
3998,3176,827
3999,3179,504
4000,3179,126
4001,3179,352
4002,3181,346
4003,3181,679
4004,3181,953
4005,3181,300
4006,3182,1018
4007,3185,1035
4008,3185,455
4009,3186,330
4010,3186,51
4011,3187,151
4012,3188,1049
4013,3188,307
4014,3188,789
4015,3189,732
4016,3189,863
4017,3190,766
4018,3191,245
4019,3194,209
4020,3194,338
4021,3194,1050
4022,3194,921
4023,3195,482
4024,3195,420
4025,3195,9
4026,3198,598
4027,3198,364
4028,3199,767
4029,3199,99
4030,3199,1072
4031,3200,319
4032,3203,53
4033,3203,821
4034,3204,382
4035,3204,652
4036,3204,327
4037,3205,845
4038,3206,500
4039,3206,768
4040,3206,88
4041,3206,16
4042,3206,233
4043,3209,750
4044,3210,231
4045,3210,129
4046,3213,230
4047,3213,410
4048,3213,974
4049,3213,593
4050,3215,51
4051,3216,572
4052,3216,577
4053,3218,508
4054,3219,65
4055,3223,1065
4056,3225,347
4057,3225,371
4058,3226,321
4059,3226,219
4060,3226,572
4061,3227,41
4062,3227,598
4063,3228,310
4064,3230,136
4065,3233,483
4066,3233,726
4067,3234,1013
4068,3234,502
4069,3234,106
4070,3235,260
4071,3235,713
4072,3235,1013
4073,3235,321
4074,3235,474
4075,3238,901
4076,3239,134
4077,3239,275
4078,3239,383
4079,3240,877
4080,3241,34
4081,3241,862
4082,3241,447
4083,3242,421
4084,3244,383
4085,3245,296
4086,3245,474
4087,3245,1013
4088,3246,637
4089,3246,485
4090,3247,806
4091,3247,509
4092,3247,965
4093,3247,273
4094,3248,1031
4095,3249,43
4096,3254,414
4097,3255,613
4098,3255,1113
4099,3256,131
4100,3257,779
4101,3257,367
4102,3257,954
4103,3257,749
4104,3261,268
4105,3262,288
4106,3264,224
4107,3264,337
4108,3264,363
4109,3265,344
4110,3265,715
4111,3268,743
4112,3268,967
4113,3268,86
4114,3270,91
4115,3270,11
4116,3270,149
4117,3271,197
4118,3271,1008
4119,3272,1127
4120,3272,807
4121,3274,317
4122,3275,426
4123,3275,519
4124,3275,910
4125,3276,517
4126,3276,1042
4127,3277,666
4128,3278,334
4129,3278,1099
4130,3279,1126
4131,3281,699
4132,3281,156
4133,3282,975
4134,3283,167
4135,3283,462
4136,3285,73
4137,3286,898
4138,3286,413
4139,3288,856
4140,3288,299
4141,3289,577
4142,3291,998
4143,3291,253
4144,3292,243
4145,3292,1044
4146,3292,177
4147,3292,1017
4148,3292,862
4149,3293,822
4150,3293,290
4151,3294,478
4152,3295,667
4153,3296,178
4154,3296,516
4155,3297,533
4156,3298,985
4157,3299,155
4158,3299,488
4159,3300,182
4160,3300,516
4161,3300,894
4162,3301,236
4163,3302,645
4164,3302,185
4165,3303,136
4166,3303,266
4167,3304,777
4168,3304,266
4169,3306,583
4170,3307,164
4171,3307,515
4172,3307,854
4173,3308,788
4174,3308,970
4175,3309,606
4176,3309,137
4177,3309,581
4178,3311,914
4179,3312,854
4180,3314,647
4181,3315,1008
4182,3316,533
4183,3316,646
4184,3316,574
4185,3317,19
4186,3317,898
4187,3318,706
4188,3318,938
4189,3318,1084
4190,3319,917
4191,3319,963
4192,3319,403
4193,3320,114
4194,3320,283
4195,3320,996
4196,3321,457
4197,3324,969
4198,3326,865
4199,3327,1055
4200,3328,308
4201,3328,601
4202,3328,40
4203,3328,549
4204,3328,949
4205,3331,697
4206,3333,499
4207,3333,100
4208,3333,673
4209,3337,27
4210,3340,173
4211,3340,655
4212,3341,744
4213,3341,388
4214,3344,514
4215,3344,452
4216,3345,620
4217,3346,535
4218,3347,239
4219,3348,1116
4220,3348,585
4221,3350,829
4222,3350,967
4223,3354,1049
4224,3355,794
4225,3355,228
4226,3356,402
4227,3357,159
4228,3358,998
4229,3358,110
4230,3360,1085
4231,3360,386
4232,3360,431
4233,3360,789
4234,3361,92
4235,3364,958
4236,3364,629
4237,3364,971
4238,3365,188
4239,3365,532
4240,3366,732
4241,3366,276
4242,3367,944
4243,3367,605
4244,3368,340
4245,3370,285
4246,3372,507
4247,3372,777
4248,3372,1077
4249,3372,697
4250,3373,1076
4251,3375,1028
4252,3375,288
4253,3375,424
4254,3376,694
4255,3381,924
4256,3381,379
4257,3381,101
4258,3381,840
4259,3382,596
4260,3382,235
4261,3383,797
